y,x,labels,tissue
55.172413793103445,55.172413793103445,4,DEB
55.172413793103445,56.89655172413793,4,DEB
55.172413793103445,58.62068965517241,4,DEB
55.172413793103445,60.34482758620689,4,DEB
55.172413793103445,62.068965517241374,4,DEB
55.172413793103445,63.79310344827586,4,DEB
55.172413793103445,65.51724137931033,4,DEB
55.172413793103445,67.24137931034483,4,DEB
55.172413793103445,68.9655172413793,4,DEB
55.172413793103445,70.6896551724138,4,DEB
55.172413793103445,72.41379310344827,4,DEB
55.172413793103445,74.13793103448275,4,DEB
55.172413793103445,75.86206896551724,4,DEB
55.172413793103445,77.58620689655172,4,DEB
56.89655172413793,43.103448275862064,4,DEB
56.89655172413793,44.82758620689655,4,DEB
56.89655172413793,46.55172413793103,4,DEB
56.89655172413793,48.275862068965516,4,DEB
56.89655172413793,50.0,4,DEB
56.89655172413793,51.72413793103448,4,DEB
56.89655172413793,53.44827586206896,4,DEB
56.89655172413793,55.172413793103445,4,DEB
56.89655172413793,56.89655172413793,4,DEB
56.89655172413793,58.62068965517241,4,DEB
56.89655172413793,60.34482758620689,4,DEB
56.89655172413793,62.068965517241374,4,DEB
56.89655172413793,63.79310344827586,4,DEB
56.89655172413793,65.51724137931033,4,DEB
56.89655172413793,67.24137931034483,4,DEB
56.89655172413793,68.9655172413793,4,DEB
56.89655172413793,70.6896551724138,4,DEB
56.89655172413793,72.41379310344827,4,DEB
56.89655172413793,74.13793103448275,4,DEB
56.89655172413793,75.86206896551724,4,DEB
56.89655172413793,91.37931034482759,4,DEB
56.89655172413793,93.10344827586206,4,DEB
56.89655172413793,94.82758620689654,4,DEB
56.89655172413793,125.86206896551724,-1,DEB
58.62068965517241,43.103448275862064,4,DEB
58.62068965517241,44.82758620689655,4,DEB
58.62068965517241,46.55172413793103,4,DEB
58.62068965517241,48.275862068965516,4,DEB
58.62068965517241,50.0,4,DEB
58.62068965517241,51.72413793103448,4,DEB
58.62068965517241,53.44827586206896,4,DEB
58.62068965517241,55.172413793103445,4,DEB
58.62068965517241,56.89655172413793,4,DEB
58.62068965517241,58.62068965517241,4,DEB
58.62068965517241,60.34482758620689,4,DEB
58.62068965517241,62.068965517241374,4,DEB
58.62068965517241,63.79310344827586,4,DEB
58.62068965517241,65.51724137931033,4,DEB
58.62068965517241,67.24137931034483,4,DEB
58.62068965517241,68.9655172413793,4,DEB
58.62068965517241,70.6896551724138,4,DEB
58.62068965517241,72.41379310344827,4,DEB
58.62068965517241,74.13793103448275,4,DEB
58.62068965517241,75.86206896551724,4,DEB
58.62068965517241,86.20689655172413,4,DEB
58.62068965517241,87.93103448275862,4,DEB
58.62068965517241,89.6551724137931,4,DEB
58.62068965517241,91.37931034482759,4,DEB
58.62068965517241,93.10344827586206,4,DEB
58.62068965517241,94.82758620689654,4,DEB
58.62068965517241,96.55172413793103,4,DEB
58.62068965517241,98.27586206896551,4,DEB
60.34482758620689,44.82758620689655,4,DEB
60.34482758620689,46.55172413793103,4,DEB
60.34482758620689,48.275862068965516,4,DEB
60.34482758620689,50.0,4,DEB
60.34482758620689,51.72413793103448,4,DEB
60.34482758620689,53.44827586206896,4,DEB
60.34482758620689,55.172413793103445,4,DEB
60.34482758620689,56.89655172413793,4,DEB
60.34482758620689,58.62068965517241,4,DEB
60.34482758620689,60.34482758620689,4,DEB
60.34482758620689,62.068965517241374,4,DEB
60.34482758620689,63.79310344827586,4,DEB
60.34482758620689,65.51724137931033,4,DEB
60.34482758620689,67.24137931034483,4,DEB
60.34482758620689,68.9655172413793,4,DEB
60.34482758620689,70.6896551724138,4,DEB
60.34482758620689,72.41379310344827,4,DEB
60.34482758620689,74.13793103448275,4,DEB
60.34482758620689,75.86206896551724,4,DEB
60.34482758620689,77.58620689655172,4,DEB
60.34482758620689,79.3103448275862,4,DEB
60.34482758620689,81.03448275862068,4,DEB
60.34482758620689,84.48275862068965,4,DEB
60.34482758620689,86.20689655172413,4,DEB
60.34482758620689,87.93103448275862,4,DEB
60.34482758620689,89.6551724137931,4,DEB
60.34482758620689,91.37931034482759,4,DEB
60.34482758620689,93.10344827586206,4,DEB
60.34482758620689,94.82758620689654,4,DEB
60.34482758620689,96.55172413793103,4,DEB
60.34482758620689,98.27586206896551,4,DEB
60.34482758620689,100.0,4,DEB
62.068965517241374,44.82758620689655,4,DEB
62.068965517241374,46.55172413793103,4,DEB
62.068965517241374,48.275862068965516,4,DEB
62.068965517241374,50.0,4,DEB
62.068965517241374,51.72413793103448,4,DEB
62.068965517241374,53.44827586206896,4,DEB
62.068965517241374,55.172413793103445,4,DEB
62.068965517241374,56.89655172413793,4,DEB
62.068965517241374,58.62068965517241,4,DEB
62.068965517241374,60.34482758620689,4,DEB
62.068965517241374,62.068965517241374,4,DEB
62.068965517241374,63.79310344827586,4,DEB
62.068965517241374,65.51724137931033,4,DEB
62.068965517241374,67.24137931034483,4,DEB
62.068965517241374,68.9655172413793,4,DEB
62.068965517241374,70.6896551724138,4,DEB
62.068965517241374,72.41379310344827,4,DEB
62.068965517241374,74.13793103448275,4,DEB
62.068965517241374,75.86206896551724,4,DEB
62.068965517241374,77.58620689655172,4,DEB
62.068965517241374,79.3103448275862,4,DEB
62.068965517241374,81.03448275862068,4,DEB
62.068965517241374,82.75862068965517,4,DEB
62.068965517241374,84.48275862068965,4,DEB
62.068965517241374,86.20689655172413,4,DEB
62.068965517241374,87.93103448275862,4,DEB
62.068965517241374,89.6551724137931,4,DEB
62.068965517241374,91.37931034482759,4,DEB
62.068965517241374,93.10344827586206,4,DEB
62.068965517241374,94.82758620689654,4,DEB
62.068965517241374,96.55172413793103,4,DEB
62.068965517241374,98.27586206896551,4,DEB
62.068965517241374,100.0,4,DEB
62.068965517241374,101.72413793103448,4,DEB
62.068965517241374,113.79310344827586,6,DEB
63.79310344827586,44.82758620689655,4,DEB
63.79310344827586,46.55172413793103,4,DEB
63.79310344827586,48.275862068965516,4,DEB
63.79310344827586,50.0,4,DEB
63.79310344827586,51.72413793103448,4,DEB
63.79310344827586,53.44827586206896,4,DEB
63.79310344827586,55.172413793103445,4,DEB
63.79310344827586,56.89655172413793,4,DEB
63.79310344827586,58.62068965517241,4,DEB
63.79310344827586,60.34482758620689,4,DEB
63.79310344827586,62.068965517241374,4,DEB
63.79310344827586,63.79310344827586,4,DEB
63.79310344827586,65.51724137931033,4,DEB
63.79310344827586,67.24137931034483,4,DEB
63.79310344827586,68.9655172413793,4,DEB
63.79310344827586,70.6896551724138,4,DEB
63.79310344827586,72.41379310344827,4,DEB
63.79310344827586,74.13793103448275,4,DEB
63.79310344827586,75.86206896551724,4,DEB
63.79310344827586,77.58620689655172,4,DEB
63.79310344827586,79.3103448275862,4,DEB
63.79310344827586,81.03448275862068,4,DEB
63.79310344827586,82.75862068965517,4,DEB
63.79310344827586,84.48275862068965,4,DEB
63.79310344827586,86.20689655172413,4,DEB
63.79310344827586,87.93103448275862,4,DEB
63.79310344827586,89.6551724137931,4,DEB
63.79310344827586,91.37931034482759,4,DEB
63.79310344827586,93.10344827586206,4,DEB
63.79310344827586,94.82758620689654,4,DEB
63.79310344827586,96.55172413793103,4,DEB
63.79310344827586,98.27586206896551,4,DEB
63.79310344827586,100.0,4,DEB
63.79310344827586,101.72413793103448,4,DEB
63.79310344827586,103.44827586206895,4,DEB
63.79310344827586,112.06896551724137,6,DEB
65.51724137931033,48.275862068965516,4,DEB
65.51724137931033,50.0,4,DEB
65.51724137931033,51.72413793103448,4,DEB
65.51724137931033,53.44827586206896,4,DEB
65.51724137931033,55.172413793103445,4,DEB
65.51724137931033,56.89655172413793,4,DEB
65.51724137931033,58.62068965517241,4,DEB
65.51724137931033,60.34482758620689,4,DEB
65.51724137931033,62.068965517241374,4,DEB
65.51724137931033,63.79310344827586,4,DEB
65.51724137931033,65.51724137931033,4,DEB
65.51724137931033,67.24137931034483,4,DEB
65.51724137931033,68.9655172413793,4,DEB
65.51724137931033,70.6896551724138,4,DEB
65.51724137931033,72.41379310344827,4,DEB
65.51724137931033,74.13793103448275,4,DEB
65.51724137931033,75.86206896551724,4,DEB
65.51724137931033,77.58620689655172,4,DEB
65.51724137931033,79.3103448275862,4,DEB
65.51724137931033,81.03448275862068,4,DEB
65.51724137931033,82.75862068965517,4,DEB
65.51724137931033,84.48275862068965,4,DEB
65.51724137931033,86.20689655172413,4,DEB
65.51724137931033,87.93103448275862,4,DEB
65.51724137931033,89.6551724137931,4,DEB
65.51724137931033,91.37931034482759,4,DEB
65.51724137931033,93.10344827586206,4,DEB
65.51724137931033,94.82758620689654,4,DEB
65.51724137931033,96.55172413793103,4,DEB
65.51724137931033,98.27586206896551,4,DEB
65.51724137931033,100.0,4,DEB
65.51724137931033,101.72413793103448,4,DEB
67.24137931034483,50.0,4,DEB
67.24137931034483,51.72413793103448,4,DEB
67.24137931034483,53.44827586206896,4,DEB
67.24137931034483,55.172413793103445,4,DEB
67.24137931034483,56.89655172413793,4,DEB
67.24137931034483,58.62068965517241,4,DEB
67.24137931034483,60.34482758620689,4,DEB
67.24137931034483,62.068965517241374,4,DEB
67.24137931034483,63.79310344827586,4,DEB
67.24137931034483,65.51724137931033,4,DEB
67.24137931034483,67.24137931034483,4,DEB
67.24137931034483,68.9655172413793,4,DEB
67.24137931034483,70.6896551724138,4,DEB
67.24137931034483,72.41379310344827,4,DEB
67.24137931034483,74.13793103448275,4,DEB
67.24137931034483,75.86206896551724,4,DEB
67.24137931034483,77.58620689655172,4,DEB
67.24137931034483,79.3103448275862,4,DEB
67.24137931034483,81.03448275862068,4,DEB
67.24137931034483,82.75862068965517,4,DEB
67.24137931034483,84.48275862068965,4,DEB
67.24137931034483,86.20689655172413,4,DEB
67.24137931034483,87.93103448275862,4,DEB
67.24137931034483,89.6551724137931,4,DEB
67.24137931034483,91.37931034482759,4,DEB
67.24137931034483,93.10344827586206,4,DEB
67.24137931034483,94.82758620689654,4,DEB
67.24137931034483,96.55172413793103,4,DEB
67.24137931034483,98.27586206896551,4,DEB
67.24137931034483,100.0,4,DEB
67.24137931034483,101.72413793103448,4,DEB
67.24137931034483,103.44827586206895,4,DEB
67.24137931034483,105.17241379310344,4,DEB
68.9655172413793,50.0,4,DEB
68.9655172413793,51.72413793103448,4,DEB
68.9655172413793,53.44827586206896,4,DEB
68.9655172413793,55.172413793103445,4,DEB
68.9655172413793,56.89655172413793,4,DEB
68.9655172413793,58.62068965517241,4,DEB
68.9655172413793,60.34482758620689,4,DEB
68.9655172413793,62.068965517241374,4,DEB
68.9655172413793,63.79310344827586,4,DEB
68.9655172413793,65.51724137931033,4,DEB
68.9655172413793,67.24137931034483,4,DEB
68.9655172413793,68.9655172413793,4,DEB
68.9655172413793,70.6896551724138,4,DEB
68.9655172413793,72.41379310344827,4,DEB
68.9655172413793,74.13793103448275,4,DEB
68.9655172413793,75.86206896551724,4,DEB
68.9655172413793,77.58620689655172,4,DEB
68.9655172413793,79.3103448275862,4,DEB
68.9655172413793,81.03448275862068,4,DEB
68.9655172413793,82.75862068965517,4,DEB
68.9655172413793,84.48275862068965,4,DEB
68.9655172413793,86.20689655172413,4,DEB
68.9655172413793,87.93103448275862,4,DEB
68.9655172413793,89.6551724137931,4,DEB
68.9655172413793,91.37931034482759,4,DEB
68.9655172413793,93.10344827586206,4,DEB
68.9655172413793,94.82758620689654,4,DEB
68.9655172413793,96.55172413793103,4,DEB
68.9655172413793,98.27586206896551,4,DEB
68.9655172413793,100.0,4,DEB
68.9655172413793,101.72413793103448,4,DEB
68.9655172413793,103.44827586206895,4,DEB
68.9655172413793,105.17241379310344,4,DEB
68.9655172413793,106.89655172413792,4,DEB
68.9655172413793,118.9655172413793,7,DEB
70.6896551724138,48.275862068965516,4,DEB
70.6896551724138,50.0,4,DEB
70.6896551724138,51.72413793103448,4,DEB
70.6896551724138,53.44827586206896,4,DEB
70.6896551724138,55.172413793103445,4,DEB
70.6896551724138,56.89655172413793,4,DEB
70.6896551724138,58.62068965517241,4,DEB
70.6896551724138,60.34482758620689,4,DEB
70.6896551724138,62.068965517241374,4,DEB
70.6896551724138,63.79310344827586,4,DEB
70.6896551724138,65.51724137931033,4,DEB
70.6896551724138,67.24137931034483,4,DEB
70.6896551724138,68.9655172413793,4,DEB
70.6896551724138,70.6896551724138,4,DEB
70.6896551724138,72.41379310344827,4,DEB
70.6896551724138,74.13793103448275,4,DEB
70.6896551724138,75.86206896551724,4,DEB
70.6896551724138,77.58620689655172,4,DEB
70.6896551724138,79.3103448275862,4,DEB
70.6896551724138,81.03448275862068,4,DEB
70.6896551724138,82.75862068965517,4,DEB
70.6896551724138,84.48275862068965,4,DEB
70.6896551724138,86.20689655172413,4,DEB
70.6896551724138,87.93103448275862,4,DEB
70.6896551724138,89.6551724137931,4,DEB
70.6896551724138,91.37931034482759,4,DEB
70.6896551724138,93.10344827586206,4,DEB
70.6896551724138,94.82758620689654,4,DEB
70.6896551724138,96.55172413793103,4,DEB
70.6896551724138,98.27586206896551,4,DEB
70.6896551724138,100.0,4,DEB
70.6896551724138,101.72413793103448,4,DEB
70.6896551724138,103.44827586206895,4,DEB
70.6896551724138,105.17241379310344,4,DEB
70.6896551724138,106.89655172413792,4,DEB
70.6896551724138,115.51724137931033,7,DEB
70.6896551724138,117.24137931034483,7,DEB
70.6896551724138,118.9655172413793,7,DEB
70.6896551724138,120.68965517241378,7,DEB
70.6896551724138,122.41379310344827,7,DEB
72.41379310344827,48.275862068965516,4,DEB
72.41379310344827,50.0,4,DEB
72.41379310344827,51.72413793103448,4,DEB
72.41379310344827,53.44827586206896,4,DEB
72.41379310344827,55.172413793103445,4,DEB
72.41379310344827,56.89655172413793,4,DEB
72.41379310344827,58.62068965517241,4,DEB
72.41379310344827,60.34482758620689,4,DEB
72.41379310344827,62.068965517241374,4,DEB
72.41379310344827,63.79310344827586,4,DEB
72.41379310344827,65.51724137931033,4,DEB
72.41379310344827,67.24137931034483,4,DEB
72.41379310344827,68.9655172413793,4,DEB
72.41379310344827,70.6896551724138,4,DEB
72.41379310344827,72.41379310344827,4,DEB
72.41379310344827,74.13793103448275,4,DEB
72.41379310344827,75.86206896551724,4,DEB
72.41379310344827,77.58620689655172,4,DEB
72.41379310344827,79.3103448275862,4,DEB
72.41379310344827,81.03448275862068,4,DEB
72.41379310344827,82.75862068965517,4,DEB
72.41379310344827,84.48275862068965,4,DEB
72.41379310344827,86.20689655172413,4,DEB
72.41379310344827,87.93103448275862,4,DEB
72.41379310344827,89.6551724137931,4,DEB
72.41379310344827,91.37931034482759,4,DEB
72.41379310344827,93.10344827586206,4,DEB
72.41379310344827,94.82758620689654,4,DEB
72.41379310344827,96.55172413793103,4,DEB
72.41379310344827,98.27586206896551,4,DEB
72.41379310344827,100.0,4,DEB
72.41379310344827,101.72413793103448,4,DEB
72.41379310344827,103.44827586206895,4,DEB
72.41379310344827,105.17241379310344,4,DEB
72.41379310344827,106.89655172413792,4,DEB
72.41379310344827,108.62068965517241,4,DEB
72.41379310344827,115.51724137931033,7,DEB
72.41379310344827,117.24137931034483,7,DEB
72.41379310344827,118.9655172413793,7,DEB
72.41379310344827,120.68965517241378,7,DEB
72.41379310344827,122.41379310344827,7,DEB
74.13793103448275,51.72413793103448,4,DEB
74.13793103448275,53.44827586206896,4,DEB
74.13793103448275,55.172413793103445,4,DEB
74.13793103448275,56.89655172413793,4,DEB
74.13793103448275,58.62068965517241,4,DEB
74.13793103448275,60.34482758620689,4,DEB
74.13793103448275,62.068965517241374,4,DEB
74.13793103448275,63.79310344827586,4,DEB
74.13793103448275,65.51724137931033,4,DEB
74.13793103448275,67.24137931034483,4,DEB
74.13793103448275,68.9655172413793,4,DEB
74.13793103448275,70.6896551724138,4,DEB
74.13793103448275,72.41379310344827,4,DEB
74.13793103448275,74.13793103448275,4,DEB
74.13793103448275,75.86206896551724,4,DEB
74.13793103448275,77.58620689655172,4,DEB
74.13793103448275,79.3103448275862,4,DEB
74.13793103448275,81.03448275862068,4,DEB
74.13793103448275,82.75862068965517,4,DEB
74.13793103448275,84.48275862068965,4,DEB
74.13793103448275,86.20689655172413,4,DEB
74.13793103448275,87.93103448275862,4,DEB
74.13793103448275,89.6551724137931,4,DEB
74.13793103448275,91.37931034482759,4,DEB
74.13793103448275,93.10344827586206,4,DEB
74.13793103448275,94.82758620689654,4,DEB
74.13793103448275,96.55172413793103,4,DEB
74.13793103448275,98.27586206896551,4,DEB
74.13793103448275,100.0,4,DEB
74.13793103448275,101.72413793103448,4,DEB
74.13793103448275,103.44827586206895,4,DEB
74.13793103448275,105.17241379310344,4,DEB
74.13793103448275,106.89655172413792,4,DEB
74.13793103448275,117.24137931034483,7,DEB
74.13793103448275,118.9655172413793,7,DEB
75.86206896551724,51.72413793103448,4,DEB
75.86206896551724,53.44827586206896,4,DEB
75.86206896551724,55.172413793103445,4,DEB
75.86206896551724,56.89655172413793,4,DEB
75.86206896551724,58.62068965517241,4,DEB
75.86206896551724,60.34482758620689,4,DEB
75.86206896551724,62.068965517241374,4,DEB
75.86206896551724,63.79310344827586,4,DEB
75.86206896551724,65.51724137931033,4,DEB
75.86206896551724,67.24137931034483,4,DEB
75.86206896551724,68.9655172413793,4,DEB
75.86206896551724,70.6896551724138,4,DEB
75.86206896551724,72.41379310344827,4,DEB
75.86206896551724,74.13793103448275,4,DEB
75.86206896551724,75.86206896551724,4,DEB
75.86206896551724,77.58620689655172,4,DEB
75.86206896551724,79.3103448275862,4,DEB
75.86206896551724,81.03448275862068,4,DEB
75.86206896551724,82.75862068965517,4,DEB
75.86206896551724,84.48275862068965,4,DEB
75.86206896551724,86.20689655172413,4,DEB
75.86206896551724,87.93103448275862,4,DEB
75.86206896551724,91.37931034482759,4,DEB
75.86206896551724,93.10344827586206,4,DEB
75.86206896551724,94.82758620689654,4,DEB
75.86206896551724,96.55172413793103,4,DEB
75.86206896551724,98.27586206896551,4,DEB
75.86206896551724,100.0,4,DEB
75.86206896551724,101.72413793103448,4,DEB
75.86206896551724,105.17241379310344,4,DEB
75.86206896551724,108.62068965517241,4,DEB
77.58620689655172,55.172413793103445,4,DEB
77.58620689655172,56.89655172413793,4,DEB
77.58620689655172,58.62068965517241,4,DEB
77.58620689655172,60.34482758620689,4,DEB
77.58620689655172,62.068965517241374,4,DEB
77.58620689655172,63.79310344827586,4,DEB
77.58620689655172,65.51724137931033,4,DEB
77.58620689655172,67.24137931034483,4,DEB
77.58620689655172,68.9655172413793,4,DEB
77.58620689655172,70.6896551724138,4,DEB
77.58620689655172,72.41379310344827,4,DEB
77.58620689655172,74.13793103448275,4,DEB
77.58620689655172,75.86206896551724,4,DEB
77.58620689655172,77.58620689655172,4,DEB
77.58620689655172,79.3103448275862,4,DEB
77.58620689655172,81.03448275862068,4,DEB
77.58620689655172,82.75862068965517,4,DEB
77.58620689655172,84.48275862068965,4,DEB
77.58620689655172,86.20689655172413,4,DEB
77.58620689655172,87.93103448275862,4,DEB
77.58620689655172,89.6551724137931,4,DEB
77.58620689655172,91.37931034482759,4,DEB
77.58620689655172,93.10344827586206,4,DEB
77.58620689655172,94.82758620689654,4,DEB
77.58620689655172,96.55172413793103,4,DEB
77.58620689655172,98.27586206896551,4,DEB
77.58620689655172,100.0,4,DEB
77.58620689655172,101.72413793103448,4,DEB
77.58620689655172,106.89655172413792,4,DEB
77.58620689655172,108.62068965517241,4,DEB
79.3103448275862,41.37931034482759,8,DEB
79.3103448275862,43.103448275862064,8,DEB
79.3103448275862,55.172413793103445,4,DEB
79.3103448275862,56.89655172413793,4,DEB
79.3103448275862,58.62068965517241,4,DEB
79.3103448275862,60.34482758620689,4,DEB
79.3103448275862,62.068965517241374,4,DEB
