y,x,labels,tissue
0.0,42.27642276422764,-1,DEB
1.6260162601626016,37.39837398373984,0,DEB
3.252032520325203,34.146341463414636,0,DEB
4.878048780487805,91.0569105691057,1,DEB
4.878048780487805,92.6829268292683,1,DEB
6.504065040650406,40.65040650406504,-1,DEB
6.504065040650406,71.54471544715447,-1,DEB
6.504065040650406,92.6829268292683,1,DEB
6.504065040650406,94.3089430894309,1,DEB
8.130081300813007,89.43089430894308,1,DEB
8.130081300813007,92.6829268292683,1,DEB
9.75609756097561,17.88617886178862,2,DEB
9.75609756097561,86.17886178861788,1,DEB
9.75609756097561,87.80487804878048,1,DEB
9.75609756097561,89.43089430894308,1,DEB
9.75609756097561,92.6829268292683,1,DEB
9.75609756097561,97.5609756097561,1,DEB
11.382113821138212,16.260162601626014,2,DEB
11.382113821138212,34.146341463414636,-1,DEB
11.382113821138212,86.17886178861788,1,DEB
11.382113821138212,91.0569105691057,1,DEB
11.382113821138212,92.6829268292683,1,DEB
11.382113821138212,99.1869918699187,1,DEB
13.008130081300813,22.764227642276424,2,DEB
13.008130081300813,92.6829268292683,1,DEB
14.634146341463413,17.88617886178862,2,DEB
14.634146341463413,21.13821138211382,2,DEB
16.260162601626014,19.51219512195122,2,DEB
17.88617886178862,86.17886178861788,3,DEB
19.51219512195122,9.75609756097561,2,DEB
19.51219512195122,13.008130081300813,2,DEB
19.51219512195122,14.634146341463413,2,DEB
19.51219512195122,16.260162601626014,2,DEB
21.13821138211382,6.504065040650406,2,DEB
21.13821138211382,13.008130081300813,2,DEB
21.13821138211382,14.634146341463413,2,DEB
21.13821138211382,86.17886178861788,3,DEB
22.764227642276424,14.634146341463413,2,DEB
22.764227642276424,86.17886178861788,3,DEB
22.764227642276424,92.6829268292683,-1,DEB
26.016260162601625,14.634146341463413,2,DEB
26.016260162601625,105.6910569105691,4,DEB
27.642276422764226,105.6910569105691,4,DEB
37.39837398373984,9.75609756097561,5,DEB
37.39837398373984,120.32520325203252,6,DEB
39.02439024390244,6.504065040650406,5,DEB
40.65040650406504,123.57723577235772,6,DEB
42.27642276422764,8.130081300813007,5,DEB
42.27642276422764,123.57723577235772,6,DEB
45.52845528455285,6.504065040650406,5,DEB
47.15447154471545,8.130081300813007,5,DEB
47.15447154471545,128.4552845528455,7,DEB
48.78048780487805,4.878048780487805,5,DEB
48.78048780487805,8.130081300813007,5,DEB
48.78048780487805,128.4552845528455,7,DEB
48.78048780487805,130.0813008130081,7,DEB
50.40650406504065,0.0,-1,DEB
52.03252032520325,9.75609756097561,5,DEB
56.91056910569105,3.252032520325203,-1,DEB
61.78861788617886,9.75609756097561,-1,DEB
69.91869918699187,136.58536585365854,-1,DEB
71.54471544715447,128.4552845528455,-1,DEB
84.55284552845528,149.59349593495935,8,DEB
86.17886178861788,147.96747967479675,8,DEB
86.17886178861788,149.59349593495935,8,DEB
87.80487804878048,146.34146341463415,8,DEB
87.80487804878048,151.21951219512195,8,DEB
89.43089430894308,147.96747967479675,8,DEB
91.0569105691057,146.34146341463415,8,DEB
91.0569105691057,156.09756097560975,8,DEB
92.6829268292683,147.96747967479675,8,DEB
92.6829268292683,151.21951219512195,8,DEB
92.6829268292683,152.84552845528455,8,DEB
